COUNTRY,MA_ID,NAME,LON,LAT,DESIG,LEGAL,DESIG_TYPE,DOMAIN,STATUS,DATE_ESTAB,AREA_R_HA,MARIE_R_H,MGT_PLAN,IUCN_CAT,INTL_CONV,STATE_PROV,ZONES,NO_TAKE,NO_TK_R_HA,MGT_MODEL,MGT_EFF,SOURCE,NOTES,CONSENT,CTMPAS_CAT,VALIDATED,VALIDATED_BY,VALIDATED_ON,HAS_POLY
"Indonesia","1013700","Pasuruan District Marine Conservation Area","112.93000000","-7.64000000","District Marine Conservation Area","SK Bupati Nomor 523/513/HK/424.013/2012","Local","Marine","Designated","2012-01-01",4073.74,0.00,"Yes","Unknown","Unknown","East Java","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013600","Boalemo Marine Conservation Area","122.26010800","0.43391000","Province Marine Conservation Area","KEPGUB GORONTALO Nomor 141/24/IV/2019","Provincial","Marine","Designated","2013-01-01",0.00,0.00,"Unknown","Unknown","Unknown","Gorontalo","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013500","Kawasan Konservasi Pesisir Dan Pulau-Pulau Kecil Morowali, Morowali Utara, Dan Perairan Sekitarnya Di Provinsi Sulawesi Tengah","122.71485080","-3.15698487","Province Marine Conservation Area","KEPMEN KP NOMOR 52/KEPMEN-KP/2019","Provincial","Marine","Designated","2019-01-12",292910.12,292910.12,"Yes","Unknown","No","Sulawesi Tengah","Yes","Part",,"EVIKA","Strengthened","MMAF","","Yes","Category 2","True","IDNMPA","","True"
"Indonesia","1013300","Kota Tidore Kepulauan Marine Conservation Area","127.62200000","0.41900000","Province Marine Conservation Area","SK WAL Tidore Kepulauan Nomor 72.2 Tahun 2012","Provincial","Marine","Designated","2012-01-01",2810.00,0.00,"Unknown","Unknown","Unknown","North Maluku","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1013200","Kawasan Konservasi Pesisir Dan Pulau-Pulau Kecil Parigi Moutong, Poso, Tojo Una-Una, Dan Perairan Sekitarnya Di Provinsi Sulawesi Tengah","120.84029160","0.22330746","Province Marine Conservation Area","KEPMEN KP NOMOR 51/KEPMEN-KP/2019","Provincial","Marine","Designated","2019-01-12",137766.95,128689.86,"Yes","Unknown","No","Sulawesi Tengah","Yes","Part",,"EVIKA","Strengthened","MMAF","","Yes","Category 2","True","IDNMPA","","True"
"Indonesia","1013100","Kawasan Konservasi Ketugar Perlang","106.47202370","-2.42745475","Province Marine Protected Area","KEPMENKP NOMOR 108 TAHUN 2023","Provincial","Marine","Designated","2023-01-12",11358.29,11358.29,"Yes","Unknown","No","Kepulauan Bangka Belitung","Yes","Part",,"EVIKA","Strengthened","MMAF","","Yes","Category 2","False","IDNMPA","","True"
"Indonesia","1013000","Lombok Barat (Gili Tangkong, Gili Nanggu dan Gili Sudak) District Marine Conservation Areas","116.08000000","-8.68800000","Province Marine Conservation Area","KEPMENKP No. 93/KEPMEN-KP/2018","Provincial","Marine","Designated","2018-01-01",21132.82,0.00,"Yes","Unknown","Unknown","Nusa Tenggara Barat","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012900","Konawe Marine Tourism Park","122.57720947","-3.86114898","Province Marine Conservation Area","KEPGUB SULTRA 725 Tahun 2016 tanggal 30 Desember 2016","Provincial","Marine","Designated","2013-01-25",28340.00,0.00,"Drafted","Unknown","Unknown","Southeast Sulawesi","Unknown","Unknown",,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012800","East Florest Marine Conservation Area","122.95000000","-8.50700000","Province  Marine Conservation Area","KEPGUB NTT No. 116/KEP/HK/2018","Provincial","Marine","Designated","2013-06-03",150000.00,0.00,"Unknown","Unknown","Unknown","Nusa Tenggara Timur","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012700","Lembata Marine Conservation Area","123.64000000","-8.32100000","Province Marine Conservation Area","SK Bupati Nomor 420 Tahun 2012","Provincial","Marine","Designated","2012-10-26",225624.00,0.00,"Drafted","Unknown","Unknown","Nusa Tenggara Timur","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012600","Situbondo Marine Conservation Area","113.82247925","-7.68495286","Province Marine Conservation Area","KEPGUB JATIM Nomor 188/569/KPTS/013/2018 tanggal 10 Oktober 2018","Local","Marine","Designated","2018-10-10",123.18,0.00,"Yes","Unknown","Unknown","East Java","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012500","Bungo  Marine Conservation Areas","101.00000000","-1.67000000","Province Marine Conservation Area","Nomor 53 Tahun 2013 Nomor 54 Tahun 2013 Nomor 55 Tahun 2013 Nomor 56 Tahun 2013","Local","Terrestrial","Designated","2013-02-11",2.27,0.00,"Unknown","Unknown","Unknown","Jambi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012400","Kolaka Marine Conservation Area","121.43919400","-4.26850000","Province Marine Conservation Area","SK Bupati No 200 Tahun 2013","Provincial","Marine","Designated","2013-01-01",60400.00,0.00,"Unknown","Unknown","Unknown","Southeast Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012300","Halmahera Tengah Canctuary small island ","127.94000000","0.57800000","Province Marine Conservation Area","SK Bupati Nomor  523/KEP/288/2013","Provincial","Marine","Designated","2013-07-24",192.00,0.00,"Yes","Unknown","","North Maluku","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1012100","Polewali Mandar Marine Conservation Area","119.38000000","-3.42100000","Province Marine Conservation Area","KEPGUB SULBAR 188.4/557/Sulbar/X/2016 Tanggal 4 Oktober 2016","Provincial","Marine","Designated","2016-10-04",33880.00,0.00,"Unknown","Unknown","Unknown","West Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1012000","Gunung Kidul Marine Conservation Area","110.80000000","-8.18400000","Province Marine Conservation Area","SK BUP Gunungkidul Nomor 271 Tahun 2013","Provincial","Marine","Designated","2013-09-02",3388.46,0.00,"Drafted","","Unknown","DI Yogyakarta","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011900","Agam Marine Conservation Area","99.88976000","-0.44666900","Province Marine Conservation Area","KEPGUB SUMBAR 523-6-150-2017 tanggal 7 Februari 2017","Provincial","Marine","Designated","2017-02-07",12000.00,0.00,"Unknown","","","West Sumatra","Unknown","",,"EKKP3K","","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011700","Sungai Batang Pelangai Marine Conservation Area","100.50000000","-1.20500000","District Marine Conservation Area","SK Bupati No Nomor 523/465/Kpts/BPT-PS/2011","Local","Marine","Designated","2011-01-01",0.00,0.00,"Unknown","Unknown","Unknown","West Sumatera","Unknown","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011600","Maluku Tenggara Marine Conservation Area","131.48000000","-7.58900000","Province Marine Conservation Area","KEPMENKP No. 6/KEPMEN-KP/2016","Provincial","Marine","Designated","2016-01-01",150000.00,0.00,"Yes","Unknown","Unknown","Maluku","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011400","Morotai Marine Conservationa Area","128.19000000","2.07600000","Province Marine Conservation Area","KEPGUB MALUT 361/KPTS/MU/2018 tanggal 27 Desember 2018","Provincial","Marine","Designated","2012-01-01",65520.75,0.00,"Unknown","Unknown","Unknown","North Maluku","Unknown","Unknown",,"EKKP3K","Unknown","","","Yes","Category 1","False","","","False"
"Indonesia","1011300","Majene Marine Conservationa Area","118.99000000","-3.55000000","Province Marine Conservation Area","KEPGUB SULBAR 188.4/559/sulbar/X/2016 Tanggal 4 Oktober 2016","Provincial","Marine","Unknown","2016-10-04",49000.00,0.00,"Unknown","Unknown","","West Sulawesi","","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1011200","Kepulauan Guraici Marine Conservation Area ","127.53000000","1.50800000","Province Marine Conservation Area","SK BUP Halmahera Selatan Nomor 99 Tahun 2012","Local","Marine","Designated","2012-01-01",6386.46,0.00,"Yes","","Unknown","North Maluku","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1011000","Kawasan Konservasi Perairan Gugusan Pulau-Pulau Momparang Dan Perairan Sekitarnya Kabupaten Belitung Timur Di Provinsi Kepulauan Bangka Belitung","108.57783870","-2.61743185","Province Marine Protected Area","KEPMEN KP NOMOR 52/KEPMEN-KP/2017","Provincial","Marine","Designated","2017-01-12",0.00,124320.70,"Yes","Unknown","No","Kepulauan Bangka Belitung","Yes","Part",,"EVIKA","Strengthened","MMAF","","Yes","Category 2","False","IDNMPA","","True"
"Indonesia","1010900","West Sebatik Marine Conservation Area","117.26000000","3.78000000","Province Marine Conservation Area","Nomor 188.45/40/II/2012","Provincial","Marine","Unknown","2012-01-01",74.00,0.00,"Unknown","","Unknown","East Kalimatan","Unknown","Unknown",,"EKKP3K","Unknown","MPA","","Yes","Category 1","False","","","False"
"Indonesia","1010800","Bombana Marine Conservation Area","121.87133789","-4.92531922","District Marine Conservation Area","Keputusan Bupati Bombana No. 384 Tahun 2011","Local","Marine","Designated","2011-03-01",19176.98,0.00,"Unknown","Unknown","Unknown","Southeast Sulawesi","Unknown","Unknown",,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1010600","Kota Padang Marince Conservation Area  ","100.34225464","-1.08602505","Province Marine Conservation Area","KEPGUB SUMBAR 523-6-150-2017 tanggal 7 Februari 2017","Provincial","Marine","Unknown","2017-02-07",2274.96,0.00,"Drafted","Unknown","Unknown","West Sumatra","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1010500","Kawasan Konservasi Buleleng","115.15973620","-8.12566670","Province Marine Conservation Area","KEPMENKP NOMOR 122 TAHUN 2023","Provincial","Marine","Designated","2023-01-12",18060.18,18060.18,"Yes","Unknown","Unknown","Bali","Unknown","",,"EVIKA","Strengthened","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1010400","Tanah Bumbu Marine Conservation Area ","115.61189400","-3.78701600","Province Marine Conservation Area","KEPGUB KALSEL 188.44/0713/KUM/2018 tanggal 27 Desember 2018","Provincial","Marine","Designated","2018-12-27",18751.68,0.00,"Drafted","","Unknown","South Kalimantan","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1010300","Kota Bontang Marine Conservation Area","117.55353400","0.09245700","Province Marine Conservation Area","Keputusan Walikota Bontang No 112 Tahun 2011","Provincial","Marine","Designated","2011-03-25",5121.38,0.00,"Yes","Unknown","Unknown","East Kalimantan","Yes","Unknown",,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1010100","Kawasan Konservasi Mukomuko","101.36977780","-2.92965746","Province Marine Protected Area","PERDA PROVINSI BENGKULU NOMOR 5 TAHUN 2019","Provincial","Marine","Proposed","2019-01-12",10497.54,10497.54,"No","Unknown","No","Bengkulu","No","",,"EVIKA","Unrated","MMAF","","Yes","Category 1","False","IDNMPA","","True"
"Indonesia","1010000","North Luwu Marine Conservation Area ","120.31000000","-2.80000000","Province Marine Conservation Area","Keputusan Luwu Utara No. 287 Tahun 2010","Local","Marine","Designated","2010-11-23",0.00,0.00,"Unknown","","Unknown","South Sulawesi","Unknown","Unknown",,"","Unknown","MMAF","","Point only","Category 1","False","","","False"
"Indonesia","1009900","Sikka Marine Conservation Area","122.11710200","-8.51655100","Province Marine Conservation Area","Keputusan Bupati Sikka No. 260 /HK/ 2010","Provincial","Marine","Designated","2010-11-18",42250.00,0.00,"Yes","Unknown","Unknown","East Nusa Tenggara","Yes","Unknown",,"EKKP3K","Unknown","MMAF","","Yes","Category 2","False","","","False"
"Indonesia","1009800","Minahasa Selatan Marine Conservation","124.40000000","1.26000000","Province Marine Conservation Area","Keputusan Bupati Minahasa Selatan Nomor : 130 Tahun 2007","Local","Marine","Designated","2007-05-25",26000.00,0.00,"Unknown","Unknown","Unknown","North Sulawesi","Unknown","Unknown",,"EKKP3K","Unknown","MMAF","","Point only","Category 1","False","","","False"
"Indonesia","1009700","Kawasan Konservasi Di Perairan Di Wilayah Karang Jeruk Provinsi Jawa Tengah","109.20115290","-6.81163182","Province Marine Conservation Area","KEPMEN KP NOMOR 75 TAHUN 2022","Provincial","Marine","Designated","2022-01-12",238.16,238.16,"Yes","Unknown","No","Jawa Tengah","Yes","Part",,"EVIKA","Strengthened","MMAF","","Yes","Category 2","True","IDNMPA","","False"
"Indonesia","1009600","Bengkalis Terubuk Fish sanctuary ","102.90000000","1.40200000","District Marine Conservation Area","Kepmen KP. 59 Tahun 2011","Provincial","Marine","Designated","2011-10-12",40741.80,0.00,"Unknown","Unknown","No","Riau","No","Unknown",,"","Unknown","MMAF","","Yes","Category 1","False","","","False"
"Indonesia","1009400","Kawasan Konservasi Panimbang","105.60071050","-6.54958646","Province Marine Conservation Area","PERDA PROV. BANTEN NOMOR 1 TAHUN 2023","Local","Marine","Proposed","2023-01-12",6530.94,6530.94,"Unknown","Unknown","No","Banten","No","",,"EVIKA","Unrated","MMAF","","Yes","Category 1","False","IDNMPA","","False"
"Indonesia","1009300","Kawasan Konservasi Perairan Aceh Besar Di Provinsi Aceh","95.18507649","5.62481075","Province Marine Conservation Area","KEPMEN KP NOMOR 78/KEPMEN-KP/2020","Provincial","Marine","Designated","2018-11-26",29615.63,29615.63,"Yes","Unknown","Unknown","Aceh","No","Unknown",,"EVIKA","Strengthened","MMAF","","Point only","Category 1","False","","","True"
"Indonesia","1009200","Aceh Jaya Marine Conservastion Area","95.57000000","4.64000000","Province Marine Conservation Area","KEPGUB ACEH Nomor 523/1297/2018 tanggal 26 November 2018","Provincial","Marine","Designated","2018-11-26",50041.43,0.00,"Drafted","Unknown","Unknown","Aceh","Unknown","Unknown",,"EKKP3K","Established","MMAF","","Point only","Category 1","False","","","False"
"Indonesia","1009100","Seram Bagian Timur Marine Conservation Area","131.13333300","-3.91944400","Province Marine Conservation Area","KEPGUB MALUKU 75.a Tahun 2018 tanggal 19 Maret 2018","Provincial","Marine","Designated","2018-03-19",9901.00,0.00,"No","Unknown","No","Maluku","No","All",,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1009000","Maluku Tenggara","132.53861100","-5.88446800","Province Marine Conservation Area","KEPMENKP No. 6/KEPMEN-KP/2016","Provincial","Marine","Designated","2016-01-01",150000.00,0.00,"Yes","Unknown","No","Maluku","Yes","Unknown",0.00,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1008500","Popaya Marine Protected Area","122.40417480","0.39074386","Province Marine Conservation Area","KEPGUB GORONTALO Nomor 141/24/IV/2019","Local","Marine","Designated","2019-01-01",1266.67,0.00,"No","Ia","No","Gorontalo","No","Unknown",0.00,"Unknown","Unknown","WDPA","","Yes","Category 1","False","","","True"
"Indonesia","1008300"," Lingga District Marine Conservation Area","104.66553800","-0.10845200","Province Marine Conservation Area","280/KPTS/X/2014 tanggal 3 Oktober 2014","Provincial","Marine","Designated","2014-10-03",385467.50,0.00,"Yes","VI","No","Riau","Yes","Unknown",0.00,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1008200","Kawasan Konservasi Perairan Pesisir Timur Pulau Weh Kota Sabang Di Provinsi Aceh","95.36594130","5.86099979","Province Marine Protected Area","KEPMEN KP NOMOR 57/KEPMEN-KP/2013","Local","Marine","Designated","2020-12-12",3207.98,3207.98,"Yes","Unknown","No","Aceh","Yes","Part",0.00,"EVIKA","Strengthened","MMAF","","Yes","Category 1","True","IDNMPA","","True"
"Indonesia","1008100","Kawasan Konservasi Pulau Enggano","102.22700610","-5.40644804","Province Marine Protected Area","PERDA PROVINSI BENGKULU NOMOR 5 TAHUN 2019","Provincial","Marine","Proposed","2019-01-12",43087.93,43087.93,"No","Unknown","No","Bengkulu","No","",,"EVIKA","Unrated","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1008000","Lombok Tengah","116.27352300","-8.92062100","Province Marine Conservation Area","KEPGUB NTB Nomor 523 - 640 Tahun 2018 ","Local","Marine","Designated","2018-10-03",6310.00,0.00,"Yes","VI","No","East Nusa Tenggara","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","True"
"Indonesia","1007900","Kab Sumbawa (P. Keramat, P. Bedil, P. Temudong) Marine Conservation Area","117.06925800","-8.38219900","Province Marine Conservation Area","KEPGUB NTB Nomor 523 - 640 Tahun 2018 tanggal 3 Agustus 2018","Provincial","Marine","Designated","2018-08-03",2000.00,0.00,"Yes","VI","No","West Nusa Tenggara","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","True"
"Indonesia","1007800","Sumenep Marine Conservation Area","115.89036100","-7.07678300","Province Marine Conservation Area","KEPGUB JATIM Nomor 188/569/KPTS/013/2018 ","Local","Marine","Designated","2018-10-10",72026.14,0.00,"Yes","VI","No","East Java","Yes","Unknown",0.00,"EKKP3K","Established","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1007700","Taman Laut Banda Marine Nature Recreational Park","129.90320600","-4.53926200","Marine Nature Recreational Park","KEPMENKP No. KEP.69/MEN/2009","National","Marine","Designated","2009-09-03",2500.00,0.00,"Yes","V","No","Maluku","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","False","","","True"
"Indonesia","1007600","Gili Sulat, Gili Lawang  Marine Conservation Area","116.72652100","-8.32849600","Province Marine Conservation Area","KEPMENKP No. 92/KEPMEN-KP/2018","Provincial","Marine","Designated","2018-01-01",10000.00,0.00,"Yes","V","No","West Nusa Tenggara","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 1","False","","","True"
"Indonesia","1007500","Pulau Tujuh Belas Marine Nature Recreational Park","121.03652100","-8.38302200","Marine Nature Recreational Park","Menteri Kehutanan No. 589/Kpts-II/1996; Tgl. 16-09-1996","National","Marine","Designated","1996-09-16",9900.00,0.00,"Unknown","V","No","East Nusa Tenggara","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1007400","Teluk Lasolo-Teluk Dalam Marine Nature Recreational Park","122.37389400","-3.61027800","Marine Nature Recreational Park","Menteri Hutbun No. 451/Kpts-II/1999; Tgl. 17-6-1999","National","Marine","Designated","1999-06-17",81800.00,0.00,"Unknown","V","No","Southeast Sulawesi","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1007300","Pulau Weh Sabang Marine Nature Recreational Park","95.23970800","5.85812700","Marine Nature Recreational Park","Menteri Pertanian No. 928/Kpts/Um/82 Tgl. 27/12/1982","National","Marine","Designated","1982-12-27",3900.00,0.00,"Unknown","V","No","Nanggroe Aceh Darussalam","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1007200","Pananjung Pangandaran Marine Nature Reserve","108.67005800","-7.73341100","Marine Nature Reserve","Menteri Kehutanan No. 225/Kpts-II/1990; Tgl. 8-5-1990","National","Marine","Designated","1990-05-08",470.00,0.00,"Unknown","Unknown","No","West Java","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1007100","Leuweng Sancang Marine Nature Reserve","107.85655200","-7.74173400","Marine Nature Reserve","Menteri Kehutanan No. 682/Kpts-II/1990; Tgl. 17-11-1990","National","Marine","Designated","1990-11-17",1150.00,0.00,"Unknown","Unknown","No","West Java","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1007000","Kepulauan Padamarang Marine Nature Recreational Park","121.42184400","-4.11889500","Marine Nature Recreational Park","Menteri Kehutanan No. 94/Kpts-II/2003; Tgl 19-03-2003","National","Marine","Designated","2003-03-19",36000.00,0.00,"Unknown","V","No","Southeast Sulawesi","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1006900","Kepulauan Aru Tenggara Marine Wildlife Reserve","134.63394900","-7.03183600","Marine Wildlife Reserve","Kep MenKP Nomor 63/Men/2009 Tgl. 3 September 2009","National","Marine","Designated","1991-02-04",114000.00,0.00,"Yes","IV","No","Maluku","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF","","Yes","Category 2","False","","","True"
"Indonesia","1006800","Teluk Maumere Marine Nature Recreational Park","122.38987700","-8.55388400","Marine Nature Recreational Park","Menteri Kehutanan No. 126/Kpts-II/1987; Tgl. 21-04-1987","National","Marine","Designated","1987-04-21",59450.00,0.00,"Unknown","V","No","East Nusa Tenggara","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF","","Yes","Category 1","False","","","True"
"Indonesia","1006700","Kawasan Konservasi Pesisir Dan Pulau-Pulau Kecil Ujungnegoro-Roban Kabupaten Batang Di Provinsi Jawa Tengah","109.77481800","-6.86266045","Province Marine Protected Area","KEPMEN KP NOMOR KEP.29/MEN/2012","Provincial","Marine","Designated","2012-01-12",4015.20,0.00,"Yes","Unknown","No","Jawa Tengah","Yes","Part",0.00,"EVIKA","Strengthened","MMAF","","Yes","Category 2","False","IDNMPA","","True"
"Indonesia","1006600","Buton Tengah Marine Protected Area","122.29511500","-5.49133700","Province Marine Conservation Area","KEPBUP No: 233 tanggal 29 Agustus  2016","Provincial","Marine","Designated","2016-08-29",109069.55,0.00,"Unknown","VI","No","Southeast Sulawesi","Unknown","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 1","False","","","True"
"Indonesia","1006500"," Pulau Laut, P. Sembilan, P. Samber Gelap (Kotabaru) Marine Conservation Area","116.16090600","-4.04814000","Province Marine Conservation Area","KEPGUB KALSEL 188.44/0713/KUM/2018 tanggal 27 Desember 2018","Local","Marine","Designated","2018-12-27",160908.13,0.00,"Drafted","V","No","South Kalimantan","Yes","Unknown",0.00,"EKKP3K","Strengthened","WDPA","","Yes","Category 1","False","","","True"
"Indonesia","1006400","Raja Ampat Marine Nature Reserve","130.34997600","-0.35944300","Marine Wildlife Reserve","Kep MenKP Nomor 64/Men/2009 Tgl. 3 September 2009","National","Marine","Designated","2009-09-03",60000.00,0.00,"Yes","IV","No","West Papua","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","False","","","True"
"Indonesia","1006300","Teluk Kupang Marine Nature Recreational Park","123.51029900","-10.15289900","Marine Nature Recreational Park","Menteri Kehutanan No.18/Kpts-II/1993; Tgl. 28-01-1993","National","Marine","Designated","1993-01-28",50000.00,0.00,"Unknown","V","No","East Nusa Tenggara","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 2","False","","","True"
